round,client,n_samples,throughput_mbps,latency_ms,node_trust,quality,behaviour,weight
97,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
97,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
97,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
97,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
97,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
97,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
97,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
97,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
97,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
97,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
97,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
97,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
97,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
97,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
97,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
97,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
97,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
97,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
97,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
97,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
97,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
97,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
97,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
97,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
97,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
97,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
97,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
97,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
97,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
97,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
97,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
97,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
97,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
97,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
97,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
97,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
97,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
97,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
97,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
97,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
97,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
97,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
97,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
97,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
97,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
98,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
98,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
98,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
98,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
98,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
98,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
98,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
98,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
98,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
98,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
98,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
98,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
98,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
98,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
98,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
98,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
98,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
98,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
98,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
98,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
98,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
98,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
98,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
98,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
98,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
98,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
98,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
98,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
98,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
98,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
98,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
98,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
98,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
98,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
98,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
98,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
98,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
98,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
98,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
98,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
98,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
98,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
98,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
98,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
98,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
98,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
98,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
98,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
98,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
98,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
98,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
98,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
98,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
98,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
98,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
98,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
98,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
98,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
98,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
98,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
98,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
98,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
98,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
98,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
98,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
98,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
98,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
98,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
98,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
98,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
98,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
98,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
98,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
98,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
98,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
98,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
98,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
98,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
98,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
98,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
99,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
99,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
99,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
99,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
99,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
99,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
99,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
99,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
99,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
99,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
99,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
99,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
99,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
99,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
99,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
99,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
99,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
99,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
99,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
99,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
99,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
99,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
99,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
99,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
99,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
99,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
99,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
99,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
99,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
99,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
99,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
99,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
99,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
99,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
99,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
99,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
99,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
99,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
99,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
99,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
99,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
99,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
99,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
99,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
99,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
99,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
99,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
99,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
99,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
99,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
99,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
99,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
99,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
99,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
99,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
99,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
99,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
99,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
99,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
99,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
99,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
99,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
99,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
99,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
99,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
99,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
99,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
99,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
99,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
99,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
99,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
99,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
99,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
99,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
99,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
99,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
99,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
99,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
99,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
99,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
100,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
100,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
100,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
100,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
100,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
100,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
100,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
100,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
100,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
100,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
100,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
100,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
100,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
100,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
100,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
100,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
100,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
100,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
100,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
100,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
100,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
100,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
100,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
100,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
100,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
100,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
100,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
100,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
100,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
100,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
100,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
100,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
100,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
100,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
100,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
100,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
100,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
100,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
100,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
100,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
100,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
100,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
100,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
100,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
100,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
100,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
100,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
100,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
100,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
100,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
100,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
100,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
100,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
100,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
100,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
100,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
100,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
100,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
100,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
100,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
100,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
100,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
100,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
100,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
100,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
100,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
100,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
100,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
100,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
100,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
100,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
100,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
100,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
100,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
100,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
100,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
100,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
100,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
100,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
100,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
101,12,141,30.021,80.194,1.0,0.0224,1.0,0.00278
101,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
101,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
101,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
101,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
101,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
101,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
101,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
101,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
101,21,179,60.407,148.878,1.0,0.0243,1.0,0.003013
101,51,104,98.694,83.761,1.0,0.0705,1.0,0.008749
101,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
101,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
101,43,74,13.989,73.407,1.0,0.0114,1.0,0.001415
101,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
101,41,469,38.477,11.468,1.0,0.2007,1.0,0.024914
101,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
101,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
101,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
101,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
101,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
101,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
101,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
101,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
101,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
101,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
101,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
101,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
101,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
101,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
101,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
101,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
101,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
101,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
101,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
101,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
101,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
101,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
101,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
101,49,602,35.477,136.986,1.0,0.0155,1.0,0.001923
101,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
101,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
101,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
101,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
101,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
101,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
101,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
101,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
101,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
101,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
101,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
101,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
101,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
101,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
101,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
101,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
101,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
101,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
101,30,122,85.405,5.968,1.0,0.8559,1.0,0.106262
101,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
101,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
101,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
101,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
101,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
101,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
101,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
101,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
101,22,153,94.914,80.884,1.0,0.0702,1.0,0.008713
101,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
101,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
101,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
101,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
101,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
101,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
101,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
101,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
101,19,309,43.694,116.931,1.0,0.0223,1.0,0.002775
101,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
101,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
101,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
102,48,135,43.51,103.875,1.0,0.0251,1.0,0.00311
102,16,155,37.811,132.576,1.0,0.0171,1.0,0.002118
102,17,357,62.897,124.78,1.0,0.0301,1.0,0.003743
102,4,86,91.504,16.198,1.0,0.3379,1.0,0.041947
102,73,52,73.21,92.538,1.0,0.0473,1.0,0.005874
102,7,155,42.657,91.017,1.0,0.028,1.0,0.00348
102,25,85,47.29,23.406,1.0,0.1208,1.0,0.015002
102,70,51,20.481,127.402,1.0,0.0096,1.0,0.001194
102,76,152,93.762,140.946,1.0,0.0398,1.0,0.00494
102,66,324,87.039,96.68,1.0,0.0538,1.0,0.006685
102,62,41,85.471,105.361,1.0,0.0485,1.0,0.006024
102,1,176,68.707,11.347,1.0,0.3621,1.0,0.044959
102,24,51,93.136,105.459,1.0,0.0528,1.0,0.006558
102,52,34,31.57,119.36,1.0,0.0158,1.0,0.001964
102,38,94,76.284,7.671,1.0,0.5948,1.0,0.073844
102,10,307,65.419,88.263,1.0,0.0443,1.0,0.005503
102,36,152,47.698,137.695,1.0,0.0207,1.0,0.002572
102,33,54,29.196,27.204,1.0,0.0642,1.0,0.007969
102,6,50,44.893,91.387,1.0,0.0294,1.0,0.003648
102,57,109,55.543,86.938,1.0,0.0382,1.0,0.004744
102,35,101,80.734,84.92,1.0,0.0569,1.0,0.007059
102,37,308,92.764,15.385,1.0,0.3606,1.0,0.04477
102,54,424,75.625,111.414,1.0,0.0406,1.0,0.00504
102,46,295,28.562,106.962,1.0,0.016,1.0,0.001983
102,67,43,58.937,127.004,1.0,0.0278,1.0,0.003446
102,44,118,65.392,30.426,1.0,0.1285,1.0,0.015958
102,27,39,62.234,81.394,1.0,0.0457,1.0,0.005677
102,50,208,64.078,15.999,1.0,0.2395,1.0,0.02974
102,59,155,94.918,57.116,1.0,0.0994,1.0,0.01234
102,9,337,94.82,49.535,1.0,0.1145,1.0,0.014213
102,23,1320,14.265,80.142,1.0,0.0106,1.0,0.001322
102,60,406,24.399,89.962,1.0,0.0162,1.0,0.002014
102,68,320,93.744,79.303,1.0,0.0707,1.0,0.008777
102,0,201,79.656,68.637,1.0,0.0694,1.0,0.008617
102,53,829,58.731,137.43,1.0,0.0256,1.0,0.003173
102,40,109,99.787,128.944,1.0,0.0463,1.0,0.005746
102,26,547,53.593,128.007,1.0,0.025,1.0,0.003109
102,42,350,75.889,135.53,1.0,0.0335,1.0,0.004158
102,71,283,16.352,26.876,1.0,0.0364,1.0,0.004518
102,39,446,49.07,35.686,1.0,0.0822,1.0,0.01021
102,15,95,71.575,72.905,1.0,0.0587,1.0,0.00729
102,47,265,61.82,116.641,1.0,0.0317,1.0,0.003935
102,74,36,25.513,132.154,1.0,0.0115,1.0,0.001434
102,56,208,94.929,128.443,1.0,0.0442,1.0,0.005488
102,13,526,84.903,131.244,1.0,0.0387,1.0,0.004804
102,20,163,64.839,113.427,1.0,0.0342,1.0,0.004245
102,79,134,66.953,48.196,1.0,0.0831,1.0,0.010315
102,78,146,86.837,13.275,1.0,0.3912,1.0,0.048571
102,8,191,80.868,125.882,1.0,0.0384,1.0,0.00477
102,65,829,68.368,74.265,1.0,0.0551,1.0,0.006836
102,3,202,61.582,81.631,1.0,0.0451,1.0,0.005602
102,11,187,11.001,109.242,1.0,0.006,1.0,0.000748
102,72,121,75.51,25.613,1.0,0.1763,1.0,0.021891
102,61,346,38.141,37.526,1.0,0.0608,1.0,0.007547
102,63,97,67.438,148.762,1.0,0.0271,1.0,0.003366
102,77,58,96.062,111.156,1.0,0.0517,1.0,0.006417
102,64,74,98.417,10.858,1.0,0.5421,1.0,0.067303
102,58,461,85.148,91.5,1.0,0.0557,1.0,0.00691
102,5,147,76.762,114.282,1.0,0.0402,1.0,0.004988
102,32,44,90.494,80.505,1.0,0.0672,1.0,0.008347
102,55,189,70.685,67.685,1.0,0.0625,1.0,0.007754
102,28,159,44.266,109.952,1.0,0.0241,1.0,0.002989
102,34,177,82.57,147.901,1.0,0.0334,1.0,0.004145
102,29,803,32.807,81.493,1.0,0.0241,1.0,0.002989
102,45,62,61.368,118.613,1.0,0.0309,1.0,0.003842
102,31,88,54.337,48.988,1.0,0.0663,1.0,0.008236
102,2,138,21.031,42.426,1.0,0.0296,1.0,0.003681
102,69,549,23.83,29.549,1.0,0.0482,1.0,0.005988
102,18,138,39.186,8.936,1.0,0.2623,1.0,0.03256
102,14,52,75.351,7.451,1.0,0.6048,1.0,0.075093
102,75,361,88.751,27.893,1.0,0.1903,1.0,0.023626
